"pkmnSpeciesId","orderNum","name","baseCatchRate","baseEggCycle","generationId","genderRatioId","growthRateId","speciesTypeId1","speciesTypeId2","habitatId","palParkAreaId","IQGroup","bodySize","recruitChance1","recruitChance2","recruitChance3","stage","familySpeciesId","formCount","evolutionCount","preEvolutionCount"
"471","169","Glaceon","45","35","4","7","2",NULL,NULL,NULL,"2","F","1","-24","107",NULL,"2","133","1","0","1"
"472","247","Gliscor","30","20","4","5","4",NULL,NULL,NULL,"3","C","1","-24","107",NULL,"2","207","1","0","1"
"473","264","Mamoswine","50","20","4","5","1",NULL,NULL,NULL,"3","A","1","-24","107",NULL,"3","220","1","0","1"
"474","173","Porygon-Z","30","20","4","1","2",NULL,NULL,NULL,"2","E","1","-24","107",NULL,"3","137","1","0","1"
"475","322","Gallade","45","20","4","8","1",NULL,NULL,NULL,"2","F","1","-24","107",NULL,"3","280","2","0","1"
"476","339","Probopass","60","20","4","5","2",NULL,NULL,NULL,"3","E","1","-24","107",NULL,"2","299","1","0","1"
"477","399","Dusknoir","45","25","4","5","3",NULL,NULL,NULL,"1","F","1","-24","107",NULL,"3","355","1","0","1"
"478","406","Froslass","75","20","4","2","2",NULL,NULL,NULL,"3","A","1","-24","107",NULL,"2","361","1","0","1"
"479","494","Rotom","45","20","4","1","2",NULL,NULL,NULL,"2","G","1","-120",NULL,NULL,"1","479","6","0","0"
"480","495","Uxie","3","80","4","1","1","7",NULL,NULL,"2","G","1","1000",NULL,NULL,"1","480","1","0","0"
"481","496","Mesprit","3","80","4","1","1","7",NULL,NULL,"2","G","1","1000",NULL,NULL,"1","481","1","0","0"
"482","497","Azelf","3","80","4","1","1","7",NULL,NULL,"2","G","1","1000",NULL,NULL,"1","482","1","0","0"
"483","498","Dialga","3","120","4","1","1","7",NULL,NULL,"3","I","4","1000",NULL,NULL,"1","483","2","0","0"
"484","499","Palkia","3","120","4","1","1","7",NULL,NULL,"3","J","4","1000",NULL,NULL,"1","484","2","0","0"
"485","500","Heatran","3","10","4","5","1","7",NULL,NULL,"3","C","1","500",NULL,NULL,"1","485","1","0","0"
"486","501","Regigigas","3","120","4","1","1","7",NULL,NULL,"3","E","4","1000",NULL,NULL,"1","486","1","0","0"
"487","502","Giratina","3","120","4","1","1","7",NULL,NULL,"3","C","4","500",NULL,NULL,"1","487","2","0","0"
"488","503","Cresselia","3","120","4","2","1","7",NULL,NULL,"1","H","1","1000",NULL,NULL,"1","488","1","0","0"
"489","504","Phione","30","40","4","1","1","8",NULL,NULL,"5","B","1","1000",NULL,NULL,"1","489","1","0","0"
"490","505","Manaphy","3","10","4","1","1","8",NULL,NULL,"5","B","1","1000",NULL,NULL,"1","490","1","0","0"
"491","506","Darkrai","3","120","4","1","1","8",NULL,NULL,"3","I","1","-220",NULL,NULL,"1","491","1","0","0"
"492","507","Shaymin","45","120","4","1","4","8",NULL,NULL,"2","A","1","1000",NULL,NULL,"1","492","2","0","0"
"493","508","Arceus","3","120","4","1","1","8",NULL,NULL,"3",NULL,NULL,NULL,NULL,NULL,"1","493","19","0","0"
"494","509","Victini","3","120","5","1","1","8",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1","494","1","0","0"
"495","510","Snivy","45","20","5","7","4","1",NULL,NULL,NULL,NULL,NULL,"0","10",NULL,"1","495","1","1","0"
"496","511","Servine","45","20","5","7","4","1",NULL,NULL,NULL,NULL,NULL,"-256","10",NULL,"2","495","1","1","1"
"497","512","Serperior","45","20","5","7","4","1",NULL,NULL,NULL,NULL,NULL,"-256","10",NULL,"3","495","1","0","1"
"498","513","Tepig","45","20","5","7","4","2",NULL,NULL,NULL,NULL,NULL,"0","10",NULL,"1","498","1","1","0"
"499","514","Pignite","45","20","5","7","4","2",NULL,NULL,NULL,NULL,NULL,"-256","10",NULL,"2","498","1","1","1"
"500","515","Emboar","45","20","5","7","4","2",NULL,NULL,NULL,NULL,NULL,"-256","10",NULL,"3","498","1","0","1"
"501","516","Oshawott","45","20","5","7","4","3",NULL,NULL,NULL,NULL,NULL,"0","10",NULL,"1","501","1","1","0"
"502","517","Dewott","45","20","5","7","4","3",NULL,NULL,NULL,NULL,NULL,"-256","10",NULL,"2","501","1","1","1"
"503","518","Samurott","45","20","5","7","4","3",NULL,NULL,NULL,NULL,NULL,"-256","10",NULL,"3","501","2","0","1"
"504","519","Patrat","255","15","5","5","2",NULL,NULL,NULL,NULL,NULL,NULL,"120","30",NULL,"1","504","1","1","0"
"505","520","Watchog","255","20","5","5","2",NULL,NULL,NULL,NULL,NULL,NULL,"-64","30",NULL,"2","504","1","0","1"
"506","521","Lillipup","255","15","5","5","4",NULL,NULL,NULL,NULL,NULL,NULL,"-64","10",NULL,"1","506","1","1","0"
"507","522","Herdier","120","15","5","5","4",NULL,NULL,NULL,NULL,NULL,NULL,"-64","10",NULL,"2","506","1","1","1"
"508","523","Stoutland","45","15","5","5","4",NULL,NULL,NULL,NULL,NULL,NULL,"50","30",NULL,"3","506","1","0","1"
"509","524","Purrloin","255","20","5","5","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1","509","1","1","0"
"510","525","Liepard","90","20","5","5","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2","509","1","0","1"
"511","526","Pansage","190","20","5","7","2",NULL,NULL,NULL,NULL,NULL,NULL,"120","30",NULL,"1","511","1","1","0"
"512","527","Simisage","75","20","5","7","2",NULL,NULL,NULL,NULL,NULL,NULL,"50","30",NULL,"2","511","1","0","1"
"513","528","Pansear","190","20","5","7","2",NULL,NULL,NULL,NULL,NULL,NULL,"120","30",NULL,"1","513","1","1","0"
"514","529","Simisear","75","20","5","7","2",NULL,NULL,NULL,NULL,NULL,NULL,"50","30",NULL,"2","513","1","0","1"
"515","530","Panpour","190","20","5","7","2",NULL,NULL,NULL,NULL,NULL,NULL,"120","30",NULL,"1","515","1","1","0"
"516","531","Simipour","75","20","5","7","2",NULL,NULL,NULL,NULL,NULL,NULL,"50","30",NULL,"2","515","1","0","1"
"517","532","Munna","190","10","5","5","3",NULL,NULL,NULL,NULL,NULL,NULL,"-184","30",NULL,"1","517","1","1","0"
"518","533","Musharna","75","10","5","5","3",NULL,NULL,NULL,NULL,NULL,NULL,"-184","30",NULL,"2","517","1","0","1"
"519","534","Pidove","255","15","5","5","4",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1","519","1","1","0"
"520","535","Tranquill","120","15","5","5","4",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2","519","1","1","1"
"521","536","Unfezant","45","15","5","5","4",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"3","519","2","0","1"
"522","537","Blitzle","190","20","5","5","2",NULL,NULL,NULL,NULL,NULL,NULL,"160","30",NULL,"1","522","1","1","0"
"523","538","Zebstrika","75","20","5","5","2",NULL,NULL,NULL,NULL,NULL,NULL,"50","30",NULL,"2","522","1","0","1"
"524","539","Roggenrola","255","15","5","5","4",NULL,NULL,NULL,NULL,NULL,NULL,"-64","30",NULL,"1","524","1","1","0"
"525","540","Boldore","120","15","5","5","4",NULL,NULL,NULL,NULL,NULL,NULL,"-64","30",NULL,"2","524","1","1","1"
"526","541","Gigalith","45","15","5","5","4",NULL,NULL,NULL,NULL,NULL,NULL,"-64","30",NULL,"3","524","1","0","1"
"527","542","Woobat","190","15","5","5","2",NULL,NULL,NULL,NULL,NULL,NULL,"160","50",NULL,"1","527","1","1","0"
"528","543","Swoobat","45","15","5","5","2",NULL,NULL,NULL,NULL,NULL,NULL,"50","50",NULL,"2","527","1","0","1"
"529","544","Drilbur","120","20","5","5","2",NULL,NULL,NULL,NULL,NULL,NULL,"120","50",NULL,"1","529","1","1","0"
"530","545","Excadrill","60","20","5","5","2",NULL,NULL,NULL,NULL,NULL,NULL,"-100","10",NULL,"2","529","1","0","1"
"531","546","Audino","255","20","5","5","3",NULL,NULL,NULL,NULL,NULL,NULL,"50","20",NULL,"1","531","2","0","0"
"532","547","Timburr","180","20","5","6","4",NULL,NULL,NULL,NULL,NULL,NULL,"-64","10",NULL,"1","532","1","1","0"
"533","548","Gurdurr","90","20","5","6","4",NULL,NULL,NULL,NULL,NULL,NULL,"-64","10",NULL,"2","532","1","1","1"
"534","549","Conkeldurr","45","20","5","6","4",NULL,NULL,NULL,NULL,NULL,NULL,"50","20",NULL,"3","532","1","0","1"
"535","550","Tympole","255","20","5","5","4",NULL,NULL,NULL,NULL,NULL,NULL,"120","30",NULL,"1","535","1","1","0"
"536","551","Palpitoad","120","20","5","5","4",NULL,NULL,NULL,NULL,NULL,NULL,"50","30",NULL,"2","535","1","1","1"
"537","552","Seismitoad","45","20","5","5","4",NULL,NULL,NULL,NULL,NULL,NULL,"0","30",NULL,"3","535","1","0","1"
"538","553","Throh","45","20","5","8","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1","538","1","0","0"
"539","554","Sawk","45","20","5","8","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1","539","1","0","0"
"540","555","Sewaddle","255","15","5","5","4",NULL,NULL,NULL,NULL,NULL,NULL,"120","30",NULL,"1","540","1","1","0"
"541","556","Swadloon","120","15","5","5","4",NULL,NULL,NULL,NULL,NULL,NULL,"-64","10",NULL,"2","540","1","1","1"
"542","557","Leavanny","45","15","5","5","4",NULL,NULL,NULL,NULL,NULL,NULL,"-64","10",NULL,"3","540","1","0","1"
"543","558","Venipede","255","15","5","5","4",NULL,NULL,NULL,NULL,NULL,NULL,"160","30",NULL,"1","543","1","1","0"
"544","559","Whirlipede","120","15","5","5","4",NULL,NULL,NULL,NULL,NULL,NULL,"120","30",NULL,"2","543","1","1","1"
"545","560","Scolipede","45","20","5","5","4",NULL,NULL,NULL,NULL,NULL,NULL,"50","30",NULL,"3","543","1","0","1"
"546","561","Cottonee","190","20","5","5","2",NULL,NULL,NULL,NULL,NULL,NULL,"120","30",NULL,"1","546","1","1","0"
"547","562","Whimsicott","75","20","5","5","2",NULL,NULL,NULL,NULL,NULL,NULL,"50","30",NULL,"2","546","1","0","1"
"548","563","Petilil","190","20","5","2","2",NULL,NULL,NULL,NULL,NULL,NULL,"120","30",NULL,"1","548","1","1","0"
"549","564","Lilligant","75","20","5","2","2",NULL,NULL,NULL,NULL,NULL,NULL,"50","30",NULL,"2","548","2","0","1"
"550","565","Basculin","25","40","5","5","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1","550","3","1","0"
"551","567","Sandile","180","20","5","5","4",NULL,NULL,NULL,NULL,NULL,NULL,"120","30",NULL,"1","551","1","1","0"
"552","568","Krokorok","90","20","5","5","4",NULL,NULL,NULL,NULL,NULL,NULL,"50","30",NULL,"2","551","1","1","1"
"553","569","Krookodile","45","20","5","5","4",NULL,NULL,NULL,NULL,NULL,NULL,"0","20",NULL,"3","551","1","0","1"
"554","570","Darumaka","120","20","5","5","4",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1","554","2","1","0"
"555","571","Darmanitan","60","20","5","5","4",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2","554","4","0","1"
"556","572","Maractus","255","20","5","5","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1","556","1","0","0"
"557","573","Dwebble","190","20","5","5","2",NULL,NULL,NULL,NULL,NULL,NULL,"120","30",NULL,"1","557","1","1","0"
"558","574","Crustle","75","20","5","5","2",NULL,NULL,NULL,NULL,NULL,NULL,"50","30",NULL,"2","557","1","0","1"
"559","575","Scraggy","180","15","5","5","2",NULL,NULL,NULL,NULL,NULL,NULL,"-64","30",NULL,"1","559","1","1","0"
"560","576","Scrafty","90","15","5","5","2",NULL,NULL,NULL,NULL,NULL,NULL,"20","20",NULL,"2","559","1","0","1"
"561","577","Sigilyph","45","20","5","5","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1","561","1","0","0"
"562","578","Yamask","190","25","5","5","2",NULL,NULL,NULL,NULL,NULL,NULL,"120","30",NULL,"1","562","2","2","0"
"563","579","Cofagrigus","90","25","5","5","2",NULL,NULL,NULL,NULL,NULL,NULL,"50","30",NULL,"2","562","1","0","1"
"564","581","Tirtouga","45","30","5","7","2","5",NULL,NULL,NULL,NULL,NULL,"120","30",NULL,"1","564","1","1","0"
"565","582","Carracosta","45","30","5","7","2","5",NULL,NULL,NULL,NULL,NULL,"120","30",NULL,"2","564","1","0","1"
"566","583","Archen","45","30","5","7","2","5",NULL,NULL,NULL,NULL,NULL,"160","30",NULL,"1","566","1","1","0"
"567","584","Archeops","45","30","5","7","2","5",NULL,NULL,NULL,NULL,NULL,"0","30",NULL,"2","566","1","0","1"
"568","585","Trubbish","190","20","5","5","2",NULL,NULL,NULL,NULL,NULL,NULL,"120","30",NULL,"1","568","1","1","0"
"569","586","Garbodor","60","20","5","5","2",NULL,NULL,NULL,NULL,NULL,NULL,"50","30",NULL,"2","568","2","0","1"
"570","587","Zorua","75","25","5","7","4",NULL,NULL,NULL,NULL,NULL,NULL,"120","30",NULL,"1","570","2","1","0"
"571","588","Zoroark","45","20","5","7","4",NULL,NULL,NULL,NULL,NULL,NULL,"50","30",NULL,"2","570","2","0","1"
"572","589","Minccino","255","15","5","4","3",NULL,NULL,NULL,NULL,NULL,NULL,"120","30",NULL,"1","572","1","1","0"
"573","590","Cinccino","60","15","5","4","3",NULL,NULL,NULL,NULL,NULL,NULL,"50","30",NULL,"2","572","1","0","1"
"574","591","Gothita","200","20","5","4","4",NULL,NULL,NULL,NULL,NULL,NULL,"120","30",NULL,"1","574","1","1","0"
"575","592","Gothorita","100","20","5","4","4",NULL,NULL,NULL,NULL,NULL,NULL,"50","30",NULL,"2","574","1","1","1"
"576","593","Gothitelle","50","20","5","4","4",NULL,NULL,NULL,NULL,NULL,NULL,"20","30",NULL,"3","574","1","0","1"
"577","594","Solosis","200","20","5","5","4",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1","577","1","1","0"
"578","595","Duosion","100","20","5","5","4",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2","577","1","1","1"
"579","596","Reuniclus","50","20","5","5","4",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"3","577","1","0","1"
"580","597","Ducklett","190","20","5","5","2",NULL,NULL,NULL,NULL,NULL,NULL,"-64","30",NULL,"1","580","1","1","0"
"581","598","Swanna","45","20","5","5","2",NULL,NULL,NULL,NULL,NULL,NULL,"-184","30",NULL,"2","580","1","0","1"
"582","599","Vanillite","255","20","5","5","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1","582","1","1","0"
"583","600","Vanillish","120","20","5","5","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2","582","1","1","1"
"584","601","Vanilluxe","45","20","5","5","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"3","582","1","0","1"
"585","602","Deerling","190","20","5","5","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1","585","4","1","0"
"586","603","Sawsbuck","75","20","5","5","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2","585","4","0","1"
"587","604","Emolga","200","20","5","5","2",NULL,NULL,NULL,NULL,NULL,NULL,"-64","30",NULL,"1","587","1","0","0"
"588","605","Karrablast","200","15","5","5","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1","588","1","1","0"
"589","606","Escavalier","75","15","5","5","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2","588","1","0","1"
"590","607","Foongus","190","20","5","5","2",NULL,NULL,NULL,NULL,NULL,NULL,"120","30",NULL,"1","590","1","1","0"
"591","608","Amoonguss","75","20","5","5","2",NULL,NULL,NULL,NULL,NULL,NULL,"-64","30",NULL,"2","590","1","0","1"
"592","609","Frillish","190","20","5","5","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1","592","2","1","0"
"593","610","Jellicent","60","20","5","5","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2","592","2","0","1"
"594","611","Alomomola","75","40","5","5","3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1","594","1","0","0"
"595","612","Joltik","190","20","5","5","2",NULL,NULL,NULL,NULL,NULL,NULL,"120","30",NULL,"1","595","1","1","0"
"596","613","Galvantula","75","20","5","5","2",NULL,NULL,NULL,NULL,NULL,NULL,"50","30",NULL,"2","595","1","0","1"
"597","614","Ferroseed","255","20","5","5","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1","597","1","1","0"
"598","615","Ferrothorn","90","20","5","5","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2","597","1","0","1"
"599","616","Klink","130","20","5","1","4",NULL,NULL,NULL,NULL,NULL,NULL,"120","30",NULL,"1","599","1","1","0"
"600","617","Klang","60","20","5","1","4",NULL,NULL,NULL,NULL,NULL,NULL,"0","30",NULL,"2","599","1","1","1"
"601","618","Klinklang","30","20","5","1","4",NULL,NULL,NULL,NULL,NULL,NULL,"-64","30",NULL,"3","599","1","0","1"
"602","619","Tynamo","190","20","5","5","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1","602","1","1","0"
"603","620","Eelektrik","60","20","5","5","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2","602","1","1","1"
"604","621","Eelektross","30","20","5","5","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"3","602","1","0","1"
"605","622","Elgyem","255","20","5","5","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1","605","1","1","0"
"606","623","Beheeyem","90","20","5","5","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2","605","1","0","1"
"607","624","Litwick","190","20","5","5","4",NULL,NULL,NULL,NULL,NULL,NULL,"160","30",NULL,"1","607","1","1","0"
"608","625","Lampent","90","20","5","5","4",NULL,NULL,NULL,NULL,NULL,NULL,"20","30",NULL,"2","607","1","1","1"
"609","626","Chandelure","45","20","5","5","4",NULL,NULL,NULL,NULL,NULL,NULL,"-100","30",NULL,"3","607","1","0","1"
"610","627","Axew","75","40","5","5","1",NULL,NULL,NULL,NULL,NULL,NULL,"0","30",NULL,"1","610","1","1","0"
"611","628","Fraxure","60","40","5","5","1",NULL,NULL,NULL,NULL,NULL,NULL,"-256","30",NULL,"2","610","1","1","1"
"612","629","Haxorus","45","40","5","5","1",NULL,NULL,NULL,NULL,NULL,NULL,"-256","30",NULL,"3","610","1","0","1"
"613","630","Cubchoo","120","20","5","5","2",NULL,NULL,NULL,NULL,NULL,NULL,"120","30",NULL,"1","613","1","1","0"
"614","631","Beartic","60","20","5","5","2",NULL,NULL,NULL,NULL,NULL,NULL,"50","30",NULL,"2","613","1","0","1"
"615","632","Cryogonal","25","25","5","1","2",NULL,NULL,NULL,NULL,NULL,NULL,"120","30",NULL,"1","615","1","0","0"
"616","633","Shelmet","200","15","5","5","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1","616","1","1","0"
"617","634","Accelgor","75","15","5","5","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2","616","1","0","1"
"618","635","Stunfisk","75","20","5","5","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1","618","2","0","0"
"619","636","Mienfoo","180","25","5","5","4",NULL,NULL,NULL,NULL,NULL,NULL,"120","30",NULL,"1","619","1","1","0"
"620","637","Mienshao","45","25","5","5","4",NULL,NULL,NULL,NULL,NULL,NULL,"50","20",NULL,"2","619","1","0","1"
"621","638","Druddigon","45","30","5","5","2",NULL,NULL,NULL,NULL,NULL,NULL,"50","30",NULL,"1","621","1","0","0"
"622","639","Golett","190","25","5","1","2",NULL,NULL,NULL,NULL,NULL,NULL,"120","30",NULL,"1","622","1","1","0"
"623","640","Golurk","90","25","5","1","2",NULL,NULL,NULL,NULL,NULL,NULL,"20","20",NULL,"2","622","1","0","1"
"624","641","Pawniard","120","20","5","5","2",NULL,NULL,NULL,NULL,NULL,NULL,"120","30",NULL,"1","624","1","1","0"
"625","642","Bisharp","45","20","5","5","2",NULL,NULL,NULL,NULL,NULL,NULL,"20","20",NULL,"2","624","1","1","1"
"626","644","Bouffalant","45","20","5","5","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1","626","1","0","0"
"627","645","Rufflet","190","20","5","8","1",NULL,NULL,NULL,NULL,NULL,NULL,"-64","10",NULL,"1","627","1","1","0"
"628","646","Braviary","60","20","5","8","1",NULL,NULL,NULL,NULL,NULL,NULL,"-184","10",NULL,"2","627","2","0","1"
"629","647","Vullaby","190","20","5","2","1",NULL,NULL,NULL,NULL,NULL,NULL,"120","30",NULL,"1","629","1","1","0"
"630","648","Mandibuzz","60","20","5","2","1",NULL,NULL,NULL,NULL,NULL,NULL,"20","20",NULL,"2","629","1","0","1"
"631","649","Heatmor","90","20","5","5","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1","631","1","0","0"
"632","650","Durant","90","20","5","5","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1","632","1","0","0"
"633","651","Deino","45","40","5","5","1","6",NULL,NULL,NULL,NULL,NULL,"50","30",NULL,"1","633","1","1","0"
"634","652","Zweilous","45","40","5","5","1","6",NULL,NULL,NULL,NULL,NULL,"20","20",NULL,"2","633","1","1","1"
"635","653","Hydreigon","45","40","5","5","1","6",NULL,NULL,NULL,NULL,NULL,"-184","0",NULL,"3","633","1","0","1"
"636","654","Larvesta","45","40","5","5","1",NULL,NULL,NULL,NULL,NULL,NULL,"120","30",NULL,"1","636","1","1","0"
"637","655","Volcarona","15","40","5","5","1",NULL,NULL,NULL,NULL,NULL,NULL,"20","20",NULL,"2","636","1","0","1"
"638","656","Cobalion","3","80","5","1","1","7",NULL,NULL,NULL,NULL,NULL,"-360","-360",NULL,"1","638","1","0","0"
"639","657","Terrakion","3","80","5","1","1","7",NULL,NULL,NULL,NULL,NULL,"-360","-360",NULL,"1","639","1","0","0"
"640","658","Virizion","3","80","5","1","1","7",NULL,NULL,NULL,NULL,NULL,"-184","-184",NULL,"1","640","1","0","0"
"641","659","Tornadus","3","120","5","8","1","7",NULL,NULL,NULL,NULL,NULL,"-360","30",NULL,"1","641","2","0","0"
"642","660","Thundurus","3","120","5","8","1","7",NULL,NULL,NULL,NULL,NULL,"-360","30",NULL,"1","642","2","0","0"
"643","661","Reshiram","3","120","5","1","1","7",NULL,NULL,NULL,NULL,NULL,"-360","-360",NULL,"1","643","1","0","0"
"644","662","Zekrom","3","120","5","1","1","7",NULL,NULL,NULL,NULL,NULL,"-360","-360",NULL,"1","644","1","0","0"
"645","663","Landorus","3","120","5","8","1","7",NULL,NULL,NULL,NULL,NULL,"-360","30",NULL,"1","645","2","0","0"
"646","664","Kyurem","3","120","5","1","1","7",NULL,NULL,NULL,NULL,NULL,"-184","-184",NULL,"1","646","3","0","0"
"647","665","Keldeo","3","80","5","1","1","8",NULL,NULL,NULL,NULL,NULL,"-64","-64",NULL,"1","647","2","0","0"
"648","666","Meloetta","3","120","5","1","1","8",NULL,NULL,NULL,NULL,NULL,"-360","-360",NULL,"1","648","2","0","0"
"649","667","Genesect","3","120","5","1","1","8",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1","649","5","0","0"
"650","668","Chespin","45","20","6","7","4","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1","650","1","1","0"
"651","669","Quilladin","45","20","6","7","4","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2","650","1","1","1"
"652","670","Chesnaught","45","20","6","7","4","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"3","650","1","0","1"
"653","671","Fennekin","45","20","6","7","4","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1","653","1","1","0"
"654","672","Braixen","45","20","6","7","4","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2","653","1","1","1"
"655","673","Delphox","45","20","6","7","4","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"3","653","1","0","1"
"656","674","Froakie","45","20","6","7","4","3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1","656","1","1","0"
"657","675","Frogadier","45","20","6","7","4","3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2","656","1","1","1"
"658","676","Greninja","45","20","6","7","4","3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"3","656","3","0","1"
"659","677","Bunnelby","255","15","6","5","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1","659","1","1","0"
"660","678","Diggersby","127","15","6","5","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2","659","1","0","1"
"661","679","Fletchling","255","15","6","5","4",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1","661","1","1","0"
"662","680","Fletchinder","120","15","6","5","4",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2","661","1","1","1"
"663","681","Talonflame","45","15","6","5","4",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"3","661","1","0","1"
"664","682","Scatterbug","255","15","6","5","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1","664","1","1","0"
"665","683","Spewpa","120","15","6","5","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2","664","1","1","1"
"666","684","Vivillon","45","15","6","5","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"3","664","20","0","1"
"667","685","Litleo","220","20","6","3","4",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1","667","1","1","0"
"668","686","Pyroar","65","20","6","3","4",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2","667","2","0","1"
"669","687","Flabebe","225","20","6","2","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1","669","5","1","0"
"670","688","Floette","120","20","6","2","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2","669","6","1","1"
"671","689","Florges","45","20","6","2","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"3","669","5","0","1"
"672","690","Skiddo","200","20","6","5","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1","672","1","1","0"
"673","691","Gogoat","45","20","6","5","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2","672","1","0","1"
"674","692","Pancham","220","25","6","5","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1","674","1","1","0"
"675","693","Pangoro","65","25","6","5","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2","674","1","0","1"
"676","694","Furfrou","160","20","6","5","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1","676","10","0","0"
"677","695","Espurr","190","20","6","5","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1","677","1","1","0"
"678","696","Meowstic","75","20","6","5","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"2","677","2","0","1"
"679","697","Honedge","180","20","6","5","2",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1","679","1","1","0"
