"pkmnFormId","pkmnSpeciesId","orderNum","name","formName","formTypeId","regionId","isDefault","isBattleOnly","isCosmetic","isEvent","isSexuallyDimorphic","isSpecial","typeId1","typeId2","hp","att","def","spAtt","spDef","spd","specialStat","height","weight","generationId","genderRatioId","colorId","shapeId","abilityId1","abilityId2","abilityIdHidden","eggGroupId1","eggGroupId2","category","friendship","exp","hpEVs","attEVs","defEVs","spAttEVs","spDefEVs","spdEVs","friendAreaId","isGigantic","pSpeed","pPower","pSkill","pStamina","pJump","pokeAPIId","pokeAPIPokemonId"
"828","638","0","Cobalion",NULL,NULL,NULL,"1","0","0","0","0","0","9","2","91","90","129","90","72","108",NULL,"21","2500","5","1","2","8","154",NULL,NULL,"15",NULL,"Iron Will","35","290","0","0","3","0","0","0",NULL,"0",NULL,NULL,NULL,NULL,NULL,"638","638"
"829","639","0","Terrakion",NULL,NULL,NULL,"1","0","0","0","0","0","6","2","91","129","90","72","90","108",NULL,"19","2600","5","1","4","8","154",NULL,NULL,"15",NULL,"Cavern","35","290","0","3","0","0","0","0",NULL,"0",NULL,NULL,NULL,NULL,NULL,"639","639"
"830","640","0","Virizion",NULL,NULL,NULL,"1","0","0","0","0","0","12","2","91","90","72","90","129","108",NULL,"20","2000","5","1","5","8","154",NULL,NULL,"15",NULL,"Grassland","35","290","0","0","0","0","3","0",NULL,"0",NULL,NULL,NULL,NULL,NULL,"640","640"
"831","641","0","Incarnate Tornadus","Incarnate Forme",NULL,NULL,"1","0","0","0","0","0","3",NULL,"79","115","70","125","80","111",NULL,"15","630","5","8","5","4","158",NULL,"128","15",NULL,"Cyclone","90","290","0","3","0","0","0","0",NULL,"0",NULL,NULL,NULL,NULL,NULL,"641","641"
"832","641","1","Therian Tornadus","Therian Forme",NULL,NULL,"0","0","0","0","0","0","3",NULL,"79","100","80","110","90","121",NULL,"14","630","5","8","5","9","144",NULL,NULL,"15",NULL,"Cyclone","90","290","0","0","0","0","0","3",NULL,"0",NULL,NULL,NULL,NULL,NULL,"10079","10019"
"833","642","0","Incarnate Thundurus","Incarnate Forme",NULL,NULL,"1","0","0","0","0","0","13","3","79","115","70","125","80","111",NULL,"15","610","5","8","2","4","158",NULL,"128","15",NULL,"Bolt Strike","90","290","0","3","0","0","0","0",NULL,"0",NULL,NULL,NULL,NULL,NULL,"642","642"
"834","642","1","Therian Thundurus","Therian Forme",NULL,NULL,"0","0","0","0","0","0","13","3","79","105","70","145","80","101",NULL,"30","610","5","8","2","6","10",NULL,NULL,"15",NULL,"Bolt Strike","90","290","0","0","0","3","0","0",NULL,"0",NULL,NULL,NULL,NULL,NULL,"10080","10020"
"835","643","0","Reshiram",NULL,NULL,NULL,"1","0","0","0","0","0","16","10","100","120","100","150","120","90",NULL,"32","3300","5","1","9","9","163",NULL,NULL,"15",NULL,"Vast White","0","340","0","0","0","3","0","0",NULL,"1",NULL,NULL,NULL,NULL,NULL,"643","643"
"836","644","0","Zekrom",NULL,NULL,NULL,"1","0","0","0","0","0","16","13","100","150","120","120","100","90",NULL,"29","3450","5","1","1","6","164",NULL,NULL,"15",NULL,"Deep Black","0","340","0","3","0","0","0","0",NULL,"1",NULL,NULL,NULL,NULL,NULL,"644","644"
"837","645","0","Incarnate Landorus","Incarnate Forme",NULL,NULL,"1","0","0","0","0","0","5","3","89","125","90","115","80","101",NULL,"15","680","5","8","3","4","159",NULL,"125","15",NULL,"Abundance","90","300","0","0","0","3","0","0",NULL,"0",NULL,NULL,NULL,NULL,NULL,"645","645"
"838","645","1","Therian Landorus","Therian Forme",NULL,NULL,"0","0","0","0","0","0","5","3","89","145","90","105","80","91",NULL,"13","680","5","8","3","8","22",NULL,NULL,"15",NULL,"Abundance","90","300","0","3","0","0","0","0",NULL,"0",NULL,NULL,NULL,NULL,NULL,"10081","10021"
"839","646","0","Kyurem",NULL,NULL,NULL,"1","0","0","0","0","0","16","15","125","130","90","130","90","95",NULL,"30","3250","5","1","4","6","46",NULL,NULL,"15",NULL,"Boundary","0","330","1","1","0","1","0","0",NULL,"1",NULL,NULL,NULL,NULL,NULL,"646","646"
"840","646","2","Black Kyurem","Black","1",NULL,"0","0","0","0","0","0","16","15","125","170","100","120","90","95",NULL,"33","3250","5","1","4","6","164",NULL,NULL,"15",NULL,"Boundary","0","350","0","3","0","0","0","0",NULL,"1",NULL,NULL,NULL,NULL,NULL,"10082","10022"
"841","646","1","White Kyurem","White","1",NULL,"0","0","0","0","0","0","16","15","125","120","90","170","100","95",NULL,"36","3250","5","1","4","6","163",NULL,NULL,"15",NULL,"Boundary","0","350","0","0","0","3","0","0",NULL,"1",NULL,NULL,NULL,NULL,NULL,"10083","10023"
"842","647","0","Ordinary Keldeo","Ordinary Form",NULL,NULL,"1","0","0","0","0","0","11","2","91","72","90","129","90","108",NULL,"14","485","5","1","10","8","154",NULL,NULL,"15",NULL,"Colt","35","290","0","0","0","3","0","0",NULL,"0",NULL,NULL,NULL,NULL,NULL,"647","647"
"843","647","1","Resolute Keldeo","Resolute Form",NULL,NULL,"0","0","1","0","0","0","11","2","91","72","90","129","90","108",NULL,"14","485","5","1","10","8","154",NULL,NULL,"15",NULL,"Colt","35","290","0","0","0","3","0","0",NULL,"0",NULL,NULL,NULL,NULL,NULL,"10084","10024"
"844","648","0","Aria Meloetta","Aria Forme",NULL,NULL,"1","0","0","0","0","0","1","14","100","77","77","128","128","90",NULL,"6","65","5","1","9","12","32",NULL,NULL,"15",NULL,"Melody","100","300","0","0","0","1","1","1",NULL,"0",NULL,NULL,NULL,NULL,NULL,"648","648"
"845","648","1","Pirouette Meloetta","Pirouette Forme",NULL,NULL,"0","1","0","0","0","0","1","2","100","128","90","77","77","128",NULL,"6","65","5","1","9","12","32",NULL,NULL,"15",NULL,"Melody","100","300","0","1","1","0","0","1",NULL,"0",NULL,NULL,NULL,NULL,NULL,"10074","10018"
"846","649","0","Genesect",NULL,NULL,NULL,"1","0","0","0","0","0","7","9","71","120","95","120","95","99",NULL,"15","825","5","1","7","12","88",NULL,NULL,"15",NULL,"Paleozoic","0","300","0","1","0","1","0","1",NULL,"0",NULL,NULL,NULL,NULL,NULL,"649","649"
"847","649","1","Douse Genesect","Douse Drive",NULL,NULL,"0","0","1","0","0","0","7","9","71","120","95","120","95","99",NULL,"15","825","5","1","7","12","88",NULL,NULL,"15",NULL,"Paleozoic","0","300","0","1","0","1","0","1",NULL,"0",NULL,NULL,NULL,NULL,NULL,"10075","649"
"848","649","2","Shock Genesect","Shock Drive",NULL,NULL,"0","0","1","0","0","0","7","9","71","120","95","120","95","99",NULL,"15","825","5","1","7","12","88",NULL,NULL,"15",NULL,"Paleozoic","0","300","0","1","0","1","0","1",NULL,"0",NULL,NULL,NULL,NULL,NULL,"10076","649"
"849","649","3","Burn Genesect","Burn Drive",NULL,NULL,"0","0","1","0","0","0","7","9","71","120","95","120","95","99",NULL,"15","825","5","1","7","12","88",NULL,NULL,"15",NULL,"Paleozoic","0","300","0","1","0","1","0","1",NULL,"0",NULL,NULL,NULL,NULL,NULL,"10077","649"
"850","649","4","Chill Genesect","Chill Drive",NULL,NULL,"0","0","1","0","0","0","7","9","71","120","95","120","95","99",NULL,"15","825","5","1","7","12","88",NULL,NULL,"15",NULL,"Paleozoic","0","300","0","1","0","1","0","1",NULL,"0",NULL,NULL,NULL,NULL,NULL,"10078","649"
"851","650","0","Chespin",NULL,NULL,NULL,"1","0","0","0","0","0","12",NULL,"56","61","65","48","45","38",NULL,"4","90","6","7","5","6","65",NULL,"171","5",NULL,"Spiny Nut","50","63","0","0","1","0","0","0",NULL,"0",NULL,NULL,NULL,NULL,NULL,"650","650"
"852","651","0","Quilladin",NULL,NULL,NULL,"1","0","0","0","0","0","12",NULL,"61","78","95","56","58","57",NULL,"7","290","6","7","5","6","65",NULL,"171","5",NULL,"Spiny Armor","50","142","0","0","2","0","0","0",NULL,"0",NULL,NULL,NULL,NULL,NULL,"651","651"
"853","652","0","Chesnaught",NULL,NULL,NULL,"1","0","0","0","0","0","12","2","88","107","122","74","75","64",NULL,"16","900","6","7","5","6","65",NULL,"171","5",NULL,"Spiny Armor","50","265","0","0","3","0","0","0",NULL,"0",NULL,NULL,NULL,NULL,NULL,"652","652"
"854","653","0","Fennekin",NULL,NULL,NULL,"1","0","0","0","0","0","10",NULL,"40","45","40","62","60","60",NULL,"4","94","6","7","8","8","66",NULL,"170","5",NULL,"Fox","50","61","0","0","0","1","0","0",NULL,"0",NULL,NULL,NULL,NULL,NULL,"653","653"
"855","654","0","Braixen",NULL,NULL,NULL,"1","0","0","0","0","0","10",NULL,"59","59","58","90","70","73",NULL,"10","145","6","7","8","6","66",NULL,"170","5",NULL,"Fox","50","143","0","0","0","2","0","0",NULL,"0",NULL,NULL,NULL,NULL,NULL,"654","654"
"856","655","0","Delphox",NULL,NULL,NULL,"1","0","0","0","0","0","10","14","75","69","72","114","100","104",NULL,"15","390","6","7","8","6","66",NULL,"170","5",NULL,"Fox","50","267","0","0","0","3","0","0",NULL,"0",NULL,NULL,NULL,NULL,NULL,"655","655"
"857","656","0","Froakie",NULL,NULL,NULL,"1","0","0","0","0","0","11",NULL,"41","56","40","62","44","71",NULL,"3","70","6","7","2","8","67",NULL,"168","2",NULL,"Bubble Frog","50","63","0","0","0","0","0","1",NULL,"0",NULL,NULL,NULL,NULL,NULL,"656","656"
"858","657","0","Frogadier",NULL,NULL,NULL,"1","0","0","0","0","0","11",NULL,"54","63","52","83","56","97",NULL,"6","109","6","7","2","12","67",NULL,"168","2",NULL,"Bubble Frog","50","142","0","0","0","0","0","2",NULL,"0",NULL,NULL,NULL,NULL,NULL,"657","657"
"859","658","0","Greninja",NULL,NULL,NULL,"1","0","0","0","0","0","11","17","72","95","67","103","71","122",NULL,"15","400","6","7","2","12","67",NULL,"168","2",NULL,"Ninja","50","265","0","0","0","0","0","3",NULL,"0",NULL,NULL,NULL,NULL,NULL,"658","658"
"860","658","1","Battle Bond Greninja","Battle Bond",NULL,NULL,"0","0","0","0","0","1","11","17","72","95","67","103","71","122",NULL,"15","400","7","8","2","12","210",NULL,NULL,"15",NULL,"Ninja","50","265","0","0","0","0","0","3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10218","10116"
"861","658","2","Ash-Greninja","Ash",NULL,NULL,"0","1","0","0","0","1","11","17","72","145","67","153","71","132",NULL,"15","400","7","8","2","12","210",NULL,NULL,"15",NULL,"Ninja","50","320","0","0","0","0","0","3",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10219","10117"
"862","659","0","Bunnelby",NULL,NULL,NULL,"1","0","0","0","0","0","1",NULL,"38","36","38","32","36","57",NULL,"4","50","6","5","3","6","53","167","37","5",NULL,"Digging","50","47","0","0","0","0","0","1",NULL,"0",NULL,NULL,NULL,NULL,NULL,"659","659"
"863","660","0","Diggersby",NULL,NULL,NULL,"1","0","0","0","0","0","1","5","85","56","77","50","77","78",NULL,"10","424","6","5","3","6","53","167","37","5",NULL,"Digging","50","148","2","0","0","0","0","0",NULL,"0",NULL,NULL,NULL,NULL,NULL,"660","660"
"864","661","0","Fletchling",NULL,NULL,NULL,"1","0","0","0","0","0","1","3","45","50","43","40","38","62",NULL,"3","17","6","5","8","9","145",NULL,"177","4",NULL,"Tiny Robin","50","56","0","0","0","0","0","1",NULL,"0",NULL,NULL,NULL,NULL,NULL,"661","661"
"865","662","0","Fletchinder",NULL,NULL,NULL,"1","0","0","0","0","0","10","3","62","73","55","56","52","84",NULL,"7","160","6","5","8","9","49",NULL,"177","4",NULL,"Ember","50","134","0","0","0","0","0","2",NULL,"0",NULL,NULL,NULL,NULL,NULL,"662","662"
"866","663","0","Talonflame",NULL,NULL,NULL,"1","0","0","0","0","0","10","3","78","81","71","74","69","126",NULL,"12","245","6","5","8","9","49",NULL,"177","4",NULL,"Scorching","50","175","0","0","0","0","0","3",NULL,"0",NULL,NULL,NULL,NULL,NULL,"663","663"
"867","664","0","Scatterbug",NULL,NULL,NULL,"1","0","0","0","0","0","7",NULL,"38","35","40","27","25","35",NULL,"3","25","6","5","1","14","19","14","132","3",NULL,"Scatterdust","50","40","0","0","1","0","0","0",NULL,"0",NULL,NULL,NULL,NULL,NULL,"664","664"
"868","665","0","Spewpa",NULL,NULL,NULL,"1","0","0","0","0","0","7",NULL,"45","22","60","27","30","29",NULL,"3","84","6","5","1","5","61",NULL,"132","3",NULL,"Scatterdust","50","75","0","0","2","0","0","0",NULL,"0",NULL,NULL,NULL,NULL,NULL,"665","665"
"869","666","6","Meadow Vivillon","Meadow Pattern",NULL,NULL,"1","0","0","0","0","0","7","3","80","52","50","90","50","89",NULL,"12","170","6","5","6","13","19","14","132","3",NULL,"Scale","50","206","1","0","0","1","0","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"666","666"
"870","666","0","Icy Snow Vivillon","Icy Snow Pattern",NULL,NULL,"0","0","1","0","0","0","7","3","80","52","50","90","50","89",NULL,"12","170","6","5","9","13","19","14","132","3",NULL,"Scale","50","206","1","0","0","1","0","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10086","666"
"871","666","1","Polar Vivillon","Polar Pattern",NULL,NULL,"0","0","1","0","0","0","7","3","80","52","50","90","50","89",NULL,"12","170","6","5","2","13","19","14","132","3",NULL,"Scale","50","206","1","0","0","1","0","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10087","666"
"872","666","2","Tundra Vivillon","Tundra Pattern",NULL,NULL,"0","0","1","0","0","0","7","3","80","52","50","90","50","89",NULL,"12","170","6","5","2","13","19","14","132","3",NULL,"Scale","50","206","1","0","0","1","0","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10088","666"
"873","666","3","Continental Vivillon","Continental Pattern",NULL,NULL,"0","0","1","0","0","0","7","3","80","52","50","90","50","89",NULL,"12","170","6","5","10","13","19","14","132","3",NULL,"Scale","50","206","1","0","0","1","0","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10089","666"
"874","666","4","Garden Vivillon","Garden Pattern",NULL,NULL,"0","0","1","0","0","0","7","3","80","52","50","90","50","89",NULL,"12","170","6","5","5","13","19","14","132","3",NULL,"Scale","50","206","1","0","0","1","0","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10090","666"
"875","666","5","Elegant Vivillon","Elegant Pattern",NULL,NULL,"0","0","1","0","0","0","7","3","80","52","50","90","50","89",NULL,"12","170","6","5","7","13","19","14","132","3",NULL,"Scale","50","206","1","0","0","1","0","1",NULL,"0",NULL,NULL,NULL,NULL,NULL,"10091","666"
"876","666","7","Modern Vivillon","Modern Pattern",NULL,NULL,"0","0","1","0","0","0","7","3","80","52","50","90","50","89",NULL,"12","170","6","5","8","13","19","14","132","3",NULL,"Scale","50","206","1","0","0","1","0","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10092","666"
"877","666","8","Marine Vivillon","Marine Pattern",NULL,NULL,"0","0","1","0","0","0","7","3","80","52","50","90","50","89",NULL,"12","170","6","5","2","13","19","14","132","3",NULL,"Scale","50","206","1","0","0","1","0","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10093","666"
"878","666","9","Archipelago Vivillon","Archipelago Pattern",NULL,NULL,"0","0","1","0","0","0","7","3","80","52","50","90","50","89",NULL,"12","170","6","5","3","13","19","14","132","3",NULL,"Scale","50","206","1","0","0","1","0","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10094","666"
"879","666","10","High Plains Vivillon","High Plains Pattern",NULL,NULL,"0","0","1","0","0","0","7","3","80","52","50","90","50","89",NULL,"12","170","6","5","3","13","19","14","132","3",NULL,"Scale","50","206","1","0","0","1","0","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10095","666"
"880","666","11","Sandstorm Vivillon","Sandstorm Pattern",NULL,NULL,"0","0","1","0","0","0","7","3","80","52","50","90","50","89",NULL,"12","170","6","5","3","13","19","14","132","3",NULL,"Scale","50","206","1","0","0","1","0","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10096","666"
"881","666","12","River Vivillon","River Pattern",NULL,NULL,"0","0","1","0","0","0","7","3","80","52","50","90","50","89",NULL,"12","170","6","5","3","13","19","14","132","3",NULL,"Scale","50","206","1","0","0","1","0","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10097","666"
"882","666","13","Monsoon Vivillon","Monsoon Pattern",NULL,NULL,"0","0","1","0","0","0","7","3","80","52","50","90","50","89",NULL,"12","170","6","5","4","13","19","14","132","3",NULL,"Scale","50","206","1","0","0","1","0","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10098","666"
"883","666","14","Savanna Vivillon","Savanna Pattern",NULL,NULL,"0","0","1","0","0","0","7","3","80","52","50","90","50","89",NULL,"12","170","6","5","5","13","19","14","132","3",NULL,"Scale","50","206","1","0","0","1","0","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10099","666"
"884","666","15","Sun Vivillon","Sun Pattern",NULL,NULL,"0","0","1","0","0","0","7","3","80","52","50","90","50","89",NULL,"12","170","6","5","8","13","19","14","132","3",NULL,"Scale","50","206","1","0","0","1","0","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10100","666"
"885","666","16","Ocean Vivillon","Ocean Pattern",NULL,NULL,"0","0","1","0","0","0","7","3","80","52","50","90","50","89",NULL,"12","170","6","5","8","13","19","14","132","3",NULL,"Scale","50","206","1","0","0","1","0","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10101","666"
"886","666","17","Jungle Vivillon","Jungle Pattern",NULL,NULL,"0","0","1","0","0","0","7","3","80","52","50","90","50","89",NULL,"12","170","6","5","5","13","19","14","132","3",NULL,"Scale","50","206","1","0","0","1","0","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10102","666"
"887","666","18","Fancy Vivillon","Fancy Pattern",NULL,NULL,"0","0","1","0","0","0","7","3","80","52","50","90","50","89",NULL,"12","170","6","5","6","13","19","14","132","3",NULL,"Scale","50","206","1","0","0","1","0","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10161","666"
"888","666","19","Poke Ball Vivillon","Poke Ball Pattern",NULL,NULL,"0","0","1","1","0","0","7","3","80","52","50","90","50","89",NULL,"12","170","6","5","8","13","19","14","132","3",NULL,"Scale","50","206","1","0","0","1","0","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10162","666"
"889","667","0","Litleo",NULL,NULL,NULL,"1","0","0","0","0","0","10","1","62","50","58","73","54","72",NULL,"6","135","6","3","3","8","79","127","153","5",NULL,"Lion Cub","50","74","0","0","0","1","0","0",NULL,"0",NULL,NULL,NULL,NULL,NULL,"667","667"
"890","668","0","Male Pyroar","Male",NULL,NULL,"1","0","0","0","1","0","10","1","86","68","72","109","66","106",NULL,"15","815","6","8","3","8","79","127","153","5",NULL,"Royal","50","177","0","0","0","2","0","0",NULL,"0",NULL,NULL,NULL,NULL,NULL,"668","668"
"891","668","1","Female Pyroar","Female",NULL,NULL,"0","0","1","0","1","0","10","1","86","68","72","109","66","106",NULL,"15","815","6","2","3","8","79","127","153","5",NULL,"Royal","50","177","0","0","0","2","0","0",NULL,"0",NULL,NULL,NULL,NULL,NULL,"668","668"
"892","669","0","Red Flabebe","Red Flower",NULL,NULL,"1","0","0","0","0","0","18",NULL,"44","38","39","61","79","42",NULL,"1","1","6","2","9","4","166",NULL,"180","6",NULL,"Single Bloom","50","61","0","0","0","0","1","0",NULL,"0",NULL,NULL,NULL,NULL,NULL,"669","669"
"893","669","1","Yellow Flabebe","Yellow Flower",NULL,NULL,"0","0","1","0","0","0","18",NULL,"44","38","39","61","79","42",NULL,"1","1","6","2","9","4","166",NULL,"180","6",NULL,"Single Bloom","50","61","0","0","0","0","1","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10103","669"
"894","669","2","Orange Flabebe","Orange Flower",NULL,NULL,"0","0","1","0","0","0","18",NULL,"44","38","39","61","79","42",NULL,"1","1","6","2","9","4","166",NULL,"180","6",NULL,"Single Bloom","50","61","0","0","0","0","1","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10104","669"
"895","669","3","Blue Flabebe","Blue Flower",NULL,NULL,"0","0","1","0","0","0","18",NULL,"44","38","39","61","79","42",NULL,"1","1","6","2","9","4","166",NULL,"180","6",NULL,"Single Bloom","50","61","0","0","0","0","1","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10105","669"
"896","669","4","White Flabebe","White Flower",NULL,NULL,"0","0","1","0","0","0","18",NULL,"44","38","39","61","79","42",NULL,"1","1","6","2","9","4","166",NULL,"180","6",NULL,"Single Bloom","50","61","0","0","0","0","1","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10106","669"
"897","670","0","Red Floette","Red Flower",NULL,NULL,"1","0","0","0","0","0","18",NULL,"54","45","47","75","98","52",NULL,"2","9","6","2","9","4","166",NULL,"180","6",NULL,"Single Bloom","50","130","0","0","0","0","2","0",NULL,"0",NULL,NULL,NULL,NULL,NULL,"670","670"
"898","670","1","Yellow Floette","Yellow Flower",NULL,NULL,"0","0","1","0","0","0","18",NULL,"54","45","47","75","98","52",NULL,"2","9","6","2","9","4","166",NULL,"180","6",NULL,"Single Bloom","50","130","0","0","0","0","2","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10107","670"
"899","670","2","Orange Floette","Orange Flower",NULL,NULL,"0","0","1","0","0","0","18",NULL,"54","45","47","75","98","52",NULL,"2","9","6","2","9","4","166",NULL,"180","6",NULL,"Single Bloom","50","130","0","0","0","0","2","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10108","670"
"900","670","3","Blue Floette","Blue Flower",NULL,NULL,"0","0","1","0","0","0","18",NULL,"54","45","47","75","98","52",NULL,"2","9","6","2","9","4","166",NULL,"180","6",NULL,"Single Bloom","50","130","0","0","0","0","2","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10109","670"
"901","670","4","White Floette","White Flower",NULL,NULL,"0","0","1","0","0","0","18",NULL,"54","45","47","75","98","52",NULL,"2","9","6","2","9","4","166",NULL,"180","6",NULL,"Single Bloom","50","130","0","0","0","0","2","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10110","670"
"902","670","5","Eternal Floette","Eternal Flower",NULL,NULL,"0","0","0","0","0","1","18",NULL,"74","65","67","125","128","92",NULL,"2","9","6","2","9","4","166",NULL,"180","6",NULL,"Single Bloom","50","243","0","0","0","0","2","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10163","10061"
"903","671","0","Red Florges","Red Flower",NULL,NULL,"1","0","0","0","0","0","18",NULL,"78","65","68","112","154","75",NULL,"11","100","6","2","9","4","166",NULL,"180","6",NULL,"Garden","50","276","0","0","0","0","3","0",NULL,"0",NULL,NULL,NULL,NULL,NULL,"671","671"
"904","671","1","Yellow Florges","Yellow Flower",NULL,NULL,"0","0","1","0","0","0","18",NULL,"78","65","68","112","154","75",NULL,"11","100","6","2","9","4","166",NULL,"180","6",NULL,"Garden","50","276","0","0","0","0","3","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10111","671"
"905","671","2","Orange Florges","Orange Flower",NULL,NULL,"0","0","1","0","0","0","18",NULL,"78","65","68","112","154","75",NULL,"11","100","6","2","9","4","166",NULL,"180","6",NULL,"Garden","50","276","0","0","0","0","3","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10112","671"
"906","671","3","Blue Florges","Blue Flower",NULL,NULL,"0","0","1","0","0","0","18",NULL,"78","65","68","112","154","75",NULL,"11","100","6","2","9","4","166",NULL,"180","6",NULL,"Garden","50","276","0","0","0","0","3","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10113","671"
"907","671","4","White Florges","White Flower",NULL,NULL,"0","0","1","0","0","0","18",NULL,"78","65","68","112","154","75",NULL,"11","100","6","2","9","4","166",NULL,"180","6",NULL,"Garden","50","276","0","0","0","0","3","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10114","671"
"908","672","0","Skiddo",NULL,NULL,NULL,"1","0","0","0","0","0","12",NULL,"66","65","48","62","57","52",NULL,"9","310","6","5","3","8","157",NULL,"179","5",NULL,"Mount","50","70","1","0","0","0","0","0",NULL,"0",NULL,NULL,NULL,NULL,NULL,"672","672"
"909","673","0","Gogoat",NULL,NULL,NULL,"1","0","0","0","0","0","12",NULL,"123","100","62","97","81","68",NULL,"17","910","6","5","3","8","157",NULL,"179","5",NULL,"Mount","50","186","2","0","0","0","0","0",NULL,"0",NULL,NULL,NULL,NULL,NULL,"673","673"
"910","674","0","Pancham",NULL,NULL,NULL,"1","0","0","0","0","0","2",NULL,"67","82","62","46","48","43",NULL,"6","80","6","5","9","6","89","104","113","5","8","Playful","50","70","0","1","0","0","0","0",NULL,"0",NULL,NULL,NULL,NULL,NULL,"674","674"
"911","675","0","Pangoro",NULL,NULL,NULL,"1","0","0","0","0","0","2","17","95","124","78","69","71","58",NULL,"21","1360","6","5","9","12","89","104","113","5","8","Daunting","50","173","0","2","0","0","0","0",NULL,"0",NULL,NULL,NULL,NULL,NULL,"675","675"
"912","676","0","Natural Furfrou","Natural Form",NULL,NULL,"1","0","0","0","0","0","1",NULL,"75","80","60","65","90","102",NULL,"12","280","6","5","9","8","169",NULL,NULL,"5",NULL,"Poodle","50","165","0","0","0","0","0","1",NULL,"0",NULL,NULL,NULL,NULL,NULL,"676","676"
"913","676","1","Heart Furfrou","Heart Trim",NULL,NULL,"0","0","1","0","0","0","1",NULL,"75","80","60","65","90","102",NULL,"12","280","6","5","9","8","169",NULL,NULL,"5",NULL,"Poodle","50","165","0","0","0","0","0","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10115","676"
"914","676","2","Star Furfrou","Star Trim",NULL,NULL,"0","0","1","0","0","0","1",NULL,"75","80","60","65","90","102",NULL,"12","280","6","5","9","8","169",NULL,NULL,"5",NULL,"Poodle","50","165","0","0","0","0","0","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10116","676"
"915","676","3","Diamond Furfrou","Diamond Trim",NULL,NULL,"0","0","1","0","0","0","1",NULL,"75","80","60","65","90","102",NULL,"12","280","6","5","9","8","169",NULL,NULL,"5",NULL,"Poodle","50","165","0","0","0","0","0","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10117","676"
"916","676","4","Debutante Furfrou","Debutante Trim",NULL,NULL,"0","0","1","0","0","0","1",NULL,"75","80","60","65","90","102",NULL,"12","280","6","5","9","8","169",NULL,NULL,"5",NULL,"Poodle","50","165","0","0","0","0","0","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10118","676"
"917","676","5","Matron Furfrou","Matron Trim",NULL,NULL,"0","0","1","0","0","0","1",NULL,"75","80","60","65","90","102",NULL,"12","280","6","5","9","8","169",NULL,NULL,"5",NULL,"Poodle","50","165","0","0","0","0","0","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10119","676"
"918","676","6","Dandy Furfrou","Dandy Trim",NULL,NULL,"0","0","1","0","0","0","1",NULL,"75","80","60","65","90","102",NULL,"12","280","6","5","9","8","169",NULL,NULL,"5",NULL,"Poodle","50","165","0","0","0","0","0","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10120","676"
"919","676","7","La Reine Furfrou","La Reine Trim",NULL,NULL,"0","0","1","0","0","0","1",NULL,"75","80","60","65","90","102",NULL,"12","280","6","5","9","8","169",NULL,NULL,"5",NULL,"Poodle","50","165","0","0","0","0","0","1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"10121","676"
